;임무 번호,"타입(0=일일, 1=스페셜, 2=명예, 3=주간 / 10=PC방일일, 11=PC방스페, 12=PC명예, 13=PC방 주간)","NPC 식별자(1=이블린, 2=펠릭스, 3=더글라스 제이콥, 4=빅토르, 5=짐, 6=첸, 7=로웬 )",임무 제목,임무 제목 인수,NPC 내레이션,NPC 내레이션 인수,선행 임무,임무 시작 시각,임무 종료 시각,"Arguments(XML형식, 서버에서 사용)","Variables(XML형식, 서버에서 사용)",조건0 설명,조건0 인수,조건0 목표치,조건1 설명,조건1 인수,조건1 목표치,조건2 설명,조건2 인수,조건2 목표치,조건3 설명,조건3 인수,조건3 목표치,조건4 설명,조건4 인수,조건4 목표치,조건5 설명,조건5 인수,조건5 목표치,조건6 설명,조건6 인수,조건6 목표치,조건7 설명,조건7 인수,조건7 목표치,조건8 설명,조건8 인수,조건8 목표치,조건9 설명,조건9 인수,조건9 목표치,조건10 설명,조건10 인수,조건10 목표치,조건11 설명,조건11 인수,조건11 목표치,"보상0 리소스 네임(0=4001, 1=4002, 2=4003, 3=4004, 4=4005~4010, 5=4011, 6=4012, 7=4013, 8=4014, 9=4015, 10=4016, 11=4017, 12=4018)",보상0 연결 reward ID,보상1 리소스 네임,보상1 연결 Reward ID,보상2 리소스 네임,보상2 연결 Reward ID,보상3 리소스 네임,보상3 연결 Reward ID,Title ID,"HonorQuestType(1=시나리오, 2=펀, 3=좀비, 4=킬러X, 5=클랜, 6=작업병, 7=기록병)",조건지급식 여부(1=조건지급)
2102,2,4,#CSO_Quest_Honor102_Name,,#CSO_Quest_Honor102_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor102_Cond1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,102,1,
2103,2,4,#CSO_Quest_Honor103_Name,,#CSO_Quest_Honor103_Desc,,0,,,<args><memberLimit value='8' testvalue='1'/></args>,,#CSO_Quest_Honor103_Cond1,,200,#CSO_Quest_Honor103_Cond2,,200,#CSO_Quest_Honor103_Cond3,,200,#CSO_Quest_Honor103_Cond4,,200,#CSO_Quest_Honor103_Cond5,,200,#CSO_Quest_Honor103_Cond6,,200,#CSO_Quest_Honor103_Cond7,,200,#CSO_Quest_Honor103_Cond8,,200,#CSO_Quest_Honor103_Cond9,,200,#CSO_Quest_Honor103_Cond10,,200,#CSO_Quest_Honor103_Cond11,,200,#CSO_Quest_Honor103_Cond12,,200,4,4007,,,,,,,103,4,
2104,2,4,#CSO_Quest_Honor104_Name,,#CSO_Quest_Honor104_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor104_Cond1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,104,1,
2105,2,4,#CSO_Quest_Honor105_Name,,#CSO_Quest_Honor105_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor105_Cond1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,105,1,
2106,2,4,#CSO_Quest_Honor106_Name,,#CSO_Quest_Honor106_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor106_Cond1,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,106,2,
2107,2,4,#CSO_Quest_Honor107_Name,,#CSO_Quest_Honor107_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor107_Cond1,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,107,3,
2108,2,4,#CSO_Quest_Honor108_Name,,#CSO_Quest_Honor108_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor108_Cond1,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,108,6,
2109,2,4,#CSO_Quest_Honor109_Name,,#CSO_Quest_Honor109_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor109_Cond1,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,109,6,
2110,2,4,#CSO_Quest_Honor110_Name,,#CSO_Quest_Honor110_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor110_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4009,,,,,,,110,7,
2111,2,4,#CSO_Quest_Honor111_Name,,#CSO_Quest_Honor111_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='407|427|367|327|363|437'/></args>,,#CSO_Quest_Honor111_Cond1,,1,#CSO_Quest_Honor111_Cond2,,1,#CSO_Quest_Honor111_Cond3,,1,#CSO_Quest_Honor111_Cond4,,1,#CSO_Quest_Honor111_Cond5,,1,#CSO_Quest_Honor111_Cond6,,1,,,,,,,,,,,,,,,,,,,4,4007,,,,,,,111,6,
2112,2,4,#CSO_Quest_Honor112_Name,,#CSO_Quest_Honor112_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='517|532|482|466|504|554'/></args>,,#CSO_Quest_Honor112_Cond1,,1,#CSO_Quest_Honor112_Cond2,,1,#CSO_Quest_Honor112_Cond3,,1,#CSO_Quest_Honor112_Cond4,,1,#CSO_Quest_Honor112_Cond5,,1,#CSO_Quest_Honor112_Cond6,,1,,,,,,,,,,,,,,,,,,,4,4007,,,,,,,112,6,
2113,2,4,#CSO_Quest_Honor113_Name,,#CSO_Quest_Honor113_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='598|711|587|595|673|684'/></args>,,#CSO_Quest_Honor113_Cond1,,1,#CSO_Quest_Honor113_Cond2,,1,#CSO_Quest_Honor113_Cond3,,1,#CSO_Quest_Honor113_Cond4,,1,#CSO_Quest_Honor113_Cond5,,1,#CSO_Quest_Honor113_Cond6,,1,,,,,,,,,,,,,,,,,,,4,4007,,,,,,,113,6,
2114,2,4,#CSO_Quest_Honor114_Name,,#CSO_Quest_Honor114_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='679|680|681'/></args>,,#CSO_Quest_Honor114_Cond1,,1,#CSO_Quest_Honor114_Cond2,,1,#CSO_Quest_Honor114_Cond3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,114,6,
2115,2,4,#CSO_Quest_Honor115_Name,,#CSO_Quest_Honor115_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='741|742|743'/></args>,,#CSO_Quest_Honor115_Cond1,,1,#CSO_Quest_Honor115_Cond2,,1,#CSO_Quest_Honor115_Cond3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,115,6,
2116,2,4,#CSO_Quest_Honor116_Name,,#CSO_Quest_Honor116_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor116_Cond1,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,116,1,
2117,2,4,#CSO_Quest_Honor117_Name,,#CSO_Quest_Honor117_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor117_Cond1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,117,6,
2118,2,4,#CSO_Quest_Honor118_Name,,#CSO_Quest_Honor118_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor118_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,118,6,
2119,2,4,#CSO_Quest_Honor119_Name,,#CSO_Quest_Honor119_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor119_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,119,6,
2120,2,4,#CSO_Quest_Honor120_Name,,#CSO_Quest_Honor120_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor120_Cond1,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,120,4,
2125,2,4,#CSO_Quest_Honor125_Name,,,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,7,1
2126,2,4,#CSO_Quest_Honor126_Name,,,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,7,1
2127,2,4,#CSO_Quest_Honor127_Name,,,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,7,1
2128,2,4,#CSO_Quest_Honor128_Name,,,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,7,1
2129,2,4,#CSO_Quest_Honor129_Name,,,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,7,1
2130,2,4,#CSO_Quest_Honor130_Name,,,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,7,1
2131,2,4,#CSO_Quest_Honor131_Name,,,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,7,1
2132,2,4,#CSO_Quest_Honor132_Name,,,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,7,1
2133,2,4,#CSO_Quest_Honor133_Name,,,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,7,1
2134,2,8,#CSO_Quest_Honor134_Name,,#CSO_Quest_Honor134_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor134_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,134,3,
2135,2,8,#CSO_Quest_Honor135_Name,,#CSO_Quest_Honor135_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor135_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,135,3,
2136,2,8,#CSO_Quest_Honor136_Name,,#CSO_Quest_Honor136_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor136_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,136,3,
2137,2,8,#CSO_Quest_Honor137_Name,,#CSO_Quest_Honor137_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor137_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,137,3,
2138,2,8,#CSO_Quest_Honor138_Name,,#CSO_Quest_Honor138_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor138_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,138,3,
2139,2,8,#CSO_Quest_Honor139_Name,,#CSO_Quest_Honor139_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor139_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,139,3,
2140,2,8,#CSO_Quest_Honor140_Name,,#CSO_Quest_Honor140_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor140_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,140,3,
2141,2,8,#CSO_Quest_Honor141_Name,,#CSO_Quest_Honor141_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor141_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,141,3,
2142,2,8,#CSO_Quest_Honor142_Name,,#CSO_Quest_Honor142_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor142_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,142,3,
2143,2,8,#CSO_Quest_Honor143_Name,,#CSO_Quest_Honor143_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor143_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,143,3,
2144,2,8,#CSO_Quest_Honor144_Name,,#CSO_Quest_Honor144_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor144_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,144,3,
2145,2,8,#CSO_Quest_Honor145_Name,,#CSO_Quest_Honor145_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor145_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,145,3,
2146,2,8,#CSO_Quest_Honor146_Name,,#CSO_Quest_Honor146_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor146_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,146,3,
2147,2,8,#CSO_Quest_Honor147_Name,,#CSO_Quest_Honor147_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor147_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,147,3,
2148,2,4,#CSO_Quest_Honor148_Name,,#CSO_Quest_Honor148_Desc,,0,,,<args><recommendLimit value='1000' testvalue='1'/></args>,,#CSO_Quest_Honor148_Cond1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,7,
2149,2,4,#CSO_Quest_Honor149_Name,,#CSO_Quest_Honor149_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor149_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,7,1
2150,2,4,#CSO_Quest_Honor150_Name,,#CSO_Quest_Honor150_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor150_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,7,1
2151,2,8,#CSO_Quest_Honor151_Name,,#CSO_Quest_Honor151_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor151_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,151,3,
2152,2,8,#CSO_Quest_Honor152_Name,,#CSO_Quest_Honor152_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor152_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,152,3,
2153,2,5,#CSO_Quest_Honor153_Name,,#CSO_Quest_Honor153_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor153_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,153,7,
2154,2,4,#CSO_Quest_Honor154_Name,,#CSO_Quest_Honor154_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor154_Cond1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,154,1,
2155,2,4,#CSO_Quest_Honor155_Name,,#CSO_Quest_Honor155_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor155_Cond1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,155,1,
2156,2,4,#CSO_Quest_Honor156_Name,,#CSO_Quest_Honor156_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor156_Cond1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,156,1,
2157,2,4,#CSO_Quest_Honor157_Name,,#CSO_Quest_Honor157_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor157_Cond1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,157,1,
2158,2,4,#CSO_Quest_Honor158_Name,,#CSO_Quest_Honor158_Desc,,0,,,<args><memberLimit value='4' testvalue='1'/></args>,,#CSO_Quest_Honor158_Cond1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,158,1,
2159,2,4,#CSO_Quest_Honor159_Name,,#CSO_Quest_Honor159_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor159_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,7,1
2160,2,4,#CSO_Quest_Honor160_Name,,#CSO_Quest_Honor160_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor160_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,7,1
2161,2,4,#CSO_Quest_Honor161_Name,,#CSO_Quest_Honor161_Desc,,0,,,<args><recommendLimit value='1000' testvalue='1'/></args>,,#CSO_Quest_Honor161_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,7,
2162,2,8,#CSO_Quest_Honor162_Name,,#CSO_Quest_Honor162_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor162_Cond1,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,162,3,
2163,2,4,#CSO_Quest_Honor163_Name,,#CSO_Quest_Honor163_Desc,,0,,,<args><recommendLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor163_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,7,
2164,2,4,#CSO_Quest_Honor164_Name,,#CSO_Quest_Honor164_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='809|943|948'/></args>,,#CSO_Quest_Honor164_Cond1,,1,#CSO_Quest_Honor164_Cond2,,1,#CSO_Quest_Honor164_Cond3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,164,6,
2165,2,4,#CSO_Quest_Honor165_Name,,#CSO_Quest_Honor165_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='810|944|949'/></args>,,#CSO_Quest_Honor165_Cond1,,1,#CSO_Quest_Honor165_Cond2,,1,#CSO_Quest_Honor165_Cond3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,165,6,
2166,2,4,#CSO_Quest_Honor166_Name,,#CSO_Quest_Honor166_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='877|8085|8090'/></args>,,#CSO_Quest_Honor166_Cond1,,1,#CSO_Quest_Honor166_Cond2,,1,#CSO_Quest_Honor166_Cond3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,166,6,
2167,2,4,#CSO_Quest_Honor167_Name,,#CSO_Quest_Honor167_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='891|8084|8089'/></args>,,#CSO_Quest_Honor167_Cond1,,1,#CSO_Quest_Honor167_Cond2,,1,#CSO_Quest_Honor167_Cond3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,167,6,
2168,2,4,#CSO_Quest_Honor168_Name,,#CSO_Quest_Honor168_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='8117|8167|8168'/></args>,,#CSO_Quest_Honor168_Cond1,,1,#CSO_Quest_Honor168_Cond2,,1,#CSO_Quest_Honor168_Cond3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4006,,,,,,,168,6,
2169,2,4,#CSO_Quest_Honor169_Name,,#CSO_Quest_Honor169_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/><itemCollect value='943|944|8084|8085|8167'/></args>,,#CSO_Quest_Honor169_Cond1,,1,#CSO_Quest_Honor169_Cond2,,1,#CSO_Quest_Honor169_Cond3,,1,#CSO_Quest_Honor169_Cond4,,1,#CSO_Quest_Honor169_Cond5,,1,,,,,,,,,,,,,,,,,,,,,,4,4008,,,,,,,169,6,
2170,2,4,#CSO_Quest_Honor170_Name,,#CSO_Quest_Honor170_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor170_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,7,1
2171,2,4,#CSO_Quest_Honor171_Name,,#CSO_Quest_Honor171_Desc,,0,,,<args><memberLimit value='1' testvalue='1'/></args>,,#CSO_Quest_Honor171_Cond1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,7,1
