relation_product_id,"reference item id
상품 정보를 참조할 아이템 아이디.","team
",inven_sortingindex,name,level,sortorder,"ad type
1=new
2=hot
3=new+hot
4=event
5=event+new
6=event+hot
7=event+hot+new",ImageName,"main product(가격순서)
0=첫번째
1
2
3","BuyerType
0=개인
1=클랜
공백=값을 사용 안함 (값이 있을경우 최우선적용,item.csv에 없는 아이템일경우  값기입필수)",EnhancedLv,FabExtraItemID(제조비법있는 상품일경우),shop type
9337,9337,,,,,,,,,,,,
9336,9336,,,,,,,,,,,,
9335,9335,,,,,,,,,,,,
9334,9334,,,,,,,,,,,,
9333,9333,,,,,,,,,,,,
9332,9332,,,,,,,,,,,,
9331,9331,,,,,,,,,,,,
9330,9330,,,,,,,,,,,,
9329,9329,,,,,,,,,,,,
9328,9328,,,,,,,,,,,,
9327,9327,,,,,,,,,,,,
9326,9326,,,,,,,,,,,,
9325,9325,,,,,,,,,,,,
9324,9324,,,,,,,,,,,,
9323,9323,,,,,,,,,,,,
9322,9322,,,,,,,,,,,,
9321,9321,,,,,,,,,,,,
9320,9320,,,,,,,,,,,,
9319,9319,,,,,,,,,,,,
9318,9318,,,,,,,,,,,,
9317,9317,,,,,,,,,,,,
9316,9316,,,,,,,,,,,,
9315,9315,,,,,,,,,,,,
9314,9314,,,,,,,,,,,,
9313,9313,,,,,,,,,,,,
9312,9312,,,,,,,,,,,,
9311,9311,,,,,,,,,,,,
9310,9310,,,,,,,,,,,,
9309,9309,,,,,,,,,,,,
9308,9308,,,,,,,,,,,,
9307,9307,,,,,,,,,,,,
9306,9306,,,,,,,,,,,,
9305,9305,,,,,,,,,,,,
9304,9304,,,,,,,,,,,,
9303,9303,,,,,,,,,,,,
9302,9302,,,,,,,,,,,,
9301,9301,,,,,,,,,,,,
9300,9300,,,,,,,,,,,,
9299,9299,,,,,,,,,,,,
9298,9298,,,,,,,,,,,,
9297,9297,,,,,,,,,,,,
9296,9296,,,,,,,,,,,,
9295,9295,,,,,,,,,,,,
9294,9294,,,,,,,,,,,,
9293,9293,,,,,,,,,,,,
9292,9292,,,,,,,,,,,,
9291,9291,,,,,,,,,,,,
9290,9290,,,,,,,,,,,,
9289,9289,,,,,,,,,,,,
9288,9288,,,,,,,,,,,,
9287,9287,,,,,,,,,,,,
9286,9286,,,,,,,,,,,,
9285,9285,,,,,,,,,,,,
9284,9284,,,,,,,,,,,,
9283,9283,,,,,,,,,,,,
9282,9282,,,,,,,,,,,,
9281,9281,,,,,,,,,,,,
9280,9280,,,,,,,,,,,,
9279,9279,,,,,,,,,,,,
9278,9278,,,,,,,,,,,,
9277,9277,,,,,,,,,,,,
9276,9276,,,,,,,,,,,,
9275,9275,,,,,,,,,,,,
9274,9274,,,,,,,,,,,,
9273,9273,,,,,,,,,,,,
9272,9272,,,,,,,,,,,,
9271,9271,,,,,,,,,,,,
9270,9270,,,,,,,,,,,,
9269,9269,,,,,,,,,,,,
9268,9268,,,,,,,,,,,,
9267,9267,,,,,,,,,,,,
9266,9266,,,,,,,,,,,,
9265,9265,,,,,,,,,,,,
9264,9264,,,,,,,,,,,,
9263,9263,,,,,,,,,,,,
9262,9262,,,,,,,,,,,,
9261,9261,,,,,,,,,,,,
9260,9260,,,,,,,,,,,,
9259,9259,,,,,,,,,,,,
9258,9258,,,,,,,,,,,,
9257,9257,,,,,,,,,,,,
9256,9256,,,,,,,,,,,,
9255,9255,,,,,,,,,,,,
9254,9254,,,,,,,,,,,,
9253,9253,,,,,,,,,,,,
9252,9252,,,,,,,,,,,,
9251,9251,,,,,,,,,,,,
9250,9250,,,,,,,,,,,,
9249,9249,,,,,,,,,,,,
9248,9248,,,,,,,,,,,,
9247,9247,,,,,,,,,,,,
9246,9246,,,,,,,,,,,,
9245,9245,,,,,,,,,,,,
9244,9244,,,,,,,,,,,,
9243,9243,,,,,,,,,,,,
9242,9242,,,,,,,,,,,,
9241,9241,,,,,,,,,,,,
9240,9240,,,,,,,,,,,,
9239,9239,,,,,,,,,,,,
9238,9238,,,,,,,,,,,,
9237,9237,,,,,,,,,,,,
9236,9236,,,,,,,,,,,,
9235,9235,,,,,,,,,,,,
9234,9234,,,,,,,,,,,,
9233,9233,,,,,,,,,,,,
9232,9232,,,,,,,,,,,,
9231,9231,,,,,,,,,,,,
9230,9230,,,,,,,,,,,,
9229,9229,,,,,,,,,,,,
9228,9228,,,,,,,,,,,,
9227,9227,,,,,,,,,,,,
9226,9226,,,,,,,,,,,,
9225,9225,,,,,,,,,,,,
9224,9224,,,,,,,,,,,,
9223,9223,,,,,,,,,,,,
9222,9222,,,,,,,,,,,,
9221,9221,,,,,,,,,,,,
9220,9220,,,,,,,,,,,,
9219,9219,,,,,,,,,,,,
9218,9218,,,,,,,,,,,,
9217,9217,,,,,,,,,,,,
9216,9216,,,,,,,,,,,,
9215,9215,,,,,,,,,,,,
9214,9214,,,,,,,,,,,,
9213,9213,,,,,,,,,,,,
9212,9212,,,,,,,,,,,,
9211,9211,,,,,,,,,,,,
9210,9210,,,,,,,,,,,,
9209,9209,,,,,,,,,,,,
9208,9208,,,,,,,,,,,,
9207,9207,,,,,,,,,,,,
9206,9206,,,,,,,,,,,,
9205,9205,,,,,,,,,,,,
9204,9204,,,,,,,,,,,,
9203,9203,,,,,,,,,,,,
9202,9202,,,,,,,,,,,,
9201,9201,,,,,,,,,,,,
9200,9200,,,,,,,,,,,,
9199,9199,,,,,,,,,,,,
9198,9198,,,,,,,,,,,,
9197,9197,,,,,,,,,,,,
9196,9196,,,,,,,,,,,,
9195,9195,,,,,,,,,,,,
9194,9194,,,,,,,,,,,,
9193,9193,,,,,,,,,,,,
9192,9192,,,,,,,,,,,,
9191,9191,,,,,,,,,,,,
9190,9190,,,,,,,,,,,,
9189,9189,,,,,,,,,,,,
9188,9188,,,,,,,,,,,,
9187,9187,,,,,,,,,,,,
9186,9186,,,,,,,,,,,,
9185,9185,,,,,,,,,,,,
9184,9184,,,,,,,,,,,,
9183,9183,,,,,,,,,,,,
9182,9182,,,,,,,,,,,,
9181,9181,,,,,,,,,,,,
9180,9180,,,,,,,,,,,,
9179,9179,,,,,,,,,,,,
9178,9178,,,,,,,,,,,,
9177,9177,,,,,,,,,,,,
9176,9176,,,,,,,,,,,,
9175,9175,,,,,,,,,,,,
9174,9174,,,,,,,,,,,,
9173,9173,,,,,,,,,,,,
9172,9172,,,,,,,,,,,,
9171,9171,,,,,,,,,,,,
9170,9170,,,,,,,,,,,,
9169,9169,,,,,,,,,,,,
9168,9168,,,,,,,,,,,,
9167,9167,,,,,,,,,,,,
9166,9166,,,,,,,,,,,,
9165,9165,,,,,,,,,,,,
9164,9164,,,,,,,,,,,,
9163,9163,,,,,,,,,,,,
9162,9162,,,,,,,,,,,,
9161,9161,,,,,,,,,,,,
9160,9160,,,,,,,,,,,,
9159,9159,,,,,,,,,,,,
9158,9158,,,,,,,,,,,,
9157,9157,,,,,,,,,,,,
9156,9156,,,,,,,,,,,,
9155,9155,,,,,,,,,,,,
9154,9154,,,,,,,,,,,,
9153,9153,,,,,,,,,,,,
9152,9152,,,,,,,,,,,,
9151,9151,,,,,,,,,,,,
9150,9150,,,,,,,,,,,,
9149,9149,,,,,,,,,,,,
9148,9148,,,,,,,,,,,,
9147,9147,,,,,,,,,,,,
9146,9146,,,,,,,,,,,,
9145,9145,,,,,,,,,,,,
9144,9144,,,,,,,,,,,,
9143,9143,,,,,,,,,,,,
9142,9142,,,,,,,,,,,,
9141,9141,,,,,,,,,,,,
9140,9140,,,,,,,,,,,,
9139,9139,,,,,,,,,,,,
9138,9138,,,,,,,,,,,,
9137,9137,,,,,,,,,,,,
9136,9136,,,,,,,,,,,,
9135,9135,,,,,,,,,,,,
9134,9134,,,,,,,,,,,,
9133,9133,,,,,,,,,,,,
9132,9132,,,,,,,,,,,,
9131,9131,,,,,,,,,,,,
9130,9130,,,,,,,,,,,,
9129,9129,,,,,,,,,,,,
9128,9128,,,,,,,,,,,,
9127,9127,,,,,,,,,,,,
9126,9126,,,,,,,,,,,,
9125,9125,,,,,,,,,,,,
9124,9124,,,,,,,,,,,,
9123,9123,,,,,,,,,,,,
9122,9122,,,,,,,,,,,,
9121,9121,,,,,,,,,,,,
9120,9120,,,,,,,,,,,,
9119,9119,,,,,,,,,,,,
9118,9118,,,,,,,,,,,,
9117,9117,,,,,,,,,,,,
9116,9116,,,,,,,,,,,,
9115,9115,,,,,,,,,,,,
9114,9114,,,,,,,,,,,,
9113,9113,,,,,,,,,,,,
9112,9112,,,,,,,,,,,,
9111,9111,,,,,,,,,,,,
9110,9110,,,,,,,,,,,,
9109,9109,,,,,,,,,,,,
9108,9108,,,,,,,,,,,,
9107,9107,,,,,,,,,,,,
9106,9106,,,,,,,,,,,,
9105,9105,,,,,,,,,,,,
9104,9104,,,,,,,,,,,,
9103,9103,,,,,,,,,,,,
9102,9102,,,,,,,,,,,,
9101,9101,,,,,,,,,,,,
9100,9100,,,,,,,,,,,,
9099,9099,,,,,,,,,,,,
9098,9098,,,,,,,,,,,,
9097,9097,,,,,,,,,,,,
9096,9096,,,,,,,,,,,,
9095,9095,,,,,,,,,,,,
9094,9094,,,,,,,,,,,,
9093,9093,,,,,,,,,,,,
9092,9092,,,,,,,,,,,,
9091,9091,,,,,,,,,,,,
9090,9090,,,,,,,,,,,,
9089,9089,,,,,,,,,,,,
9088,9088,,,,,,,,,,,,
9087,9087,,,,,,,,,,,,
9086,9086,,,,,,,,,,,,
9085,9085,,,,,,,,,,,,
9084,9084,,,,,,,,,,,,
9083,9083,,,,,,,,,,,,
9082,9082,,,,,,,,,,,,
9081,9081,,,,,,,,,,,,
9080,9080,,,,,,,,,,,,
9079,9079,,,,,,,,,,,,
9078,9078,,,,,,,,,,,,
9077,9077,,,,,,,,,,,,
9076,9076,,,,,,,,,,,,
9075,9075,,,,,,,,,,,,
9074,9074,,,,,,,,,,,,
9073,9073,,,,,,,,,,,,
9072,9072,,,,,,,,,,,,
9071,9071,,,,,,,,,,,,
9070,9070,,,,,,,,,,,,
9069,9069,,,,,,,,,,,,
9068,9068,,,,,,,,,,,,
9067,9067,,,,,,,,,,,,
9066,9066,,,,,,,,,,,,
9065,9065,,,,,,,,,,,,
9064,9064,,,,,,,,,,,,
9063,9063,,,,,,,,,,,,
9062,9062,,,,,,,,,,,,
9061,9061,,,,,,,,,,,,
9060,9060,,,,,,,,,,,,
9059,9059,,,,,,,,,,,,
9058,9058,,,,,,,,,,,,
9057,9057,,,,,,,,,,,,
9056,9056,,,,,,,,,,,,
9055,9055,,,,,,,,,,,,
9054,9054,,,,,,,,,,,,
9053,9053,,,,,,,,,,,,
9052,9052,,,,,,,,,,,,
9051,9051,,,,,,,,,,,,
9050,9050,,,,,,,,,,,,
9049,9049,,,,,,,,,,,,
9048,9048,,,,,,,,,,,,
9047,9047,,,,,,,,,,,,
9046,9046,,,,,,,,,,,,
9045,9045,,,,,,,,,,,,
9044,9044,,,,,,,,,,,,
9043,9043,,,,,,,,,,,,
9042,9042,,,,,,,,,,,,
9041,9041,,,,,,,,,,,,
9040,9040,,,,,,,,,,,,
9039,9039,,,,,,,,,,,,
9038,9038,,,,,,,,,,,,
9037,9037,,,,,,,,,,,,
9036,9036,,,,,,,,,,,,
9035,9035,,,,,,,,,,,,
9034,9034,,,,,,,,,,,,
9033,9033,,,,,,,,,,,,
9032,9032,,,,,,,,,,,,
9031,9031,,,,,,,,,,,,
9030,9030,,,,,,,,,,,,
9029,9029,,,,,,,,,,,,
9028,9028,,,,,,,,,,,,
9027,9027,,,,,,,,,,,,
9026,9026,,,,,,,,,,,,
9025,9025,,,,,,,,,,,,
9024,9024,,,,,,,,,,,,
9023,9023,,,,,,,,,,,,
9022,9022,,,,,,,,,,,,
9021,9021,,,,,,,,,,,,
9020,9020,,,,,,,,,,,,
9019,9019,,,,,,,,,,,,
9018,9018,,,,,,,,,,,,
9017,9017,,,,,,,,,,,,
9016,9016,,,,,,,,,,,,
9015,9015,,,,,,,,,,,,
9014,9014,,,,,,,,,,,,
9013,9013,,,,,,,,,,,,
9012,9012,,,,,,,,,,,,
9011,9011,,,,,,,,,,,,
9010,9010,,,,,,,,,,,,
9009,9009,,,,,,,,,,,,
9008,9008,,,,,,,,,,,,
9007,9007,,,,,,,,,,,,
9006,9006,,,,,,,,,,,,
9005,9005,,,,,,,,,,,,
9004,9004,,,,,,,,,,,,
9003,9003,,,,,,,,,,,,
9002,9002,,,,,,,,,,,,
9001,9001,,,,,,,,,,,,
9000,9000,,,,,,,,,,,,
8999,8999,,,,,,,,,,,,
8998,8998,,,,,,,,,,,,
8997,8997,,,,,,,,,,,,
8996,8996,,,,,,,,,,,,
8995,8995,,,,,,,,,,,,
8994,8994,,,,,,,,,,,,
8993,8993,,,,,,,,,,,,
8992,8992,,,,,,,,,,,,
8991,8991,,,,,,,,,,,,
8990,8990,,,,,,,,,,,,
8989,8989,,,,,,,,,,,,
8988,8988,,,,,,,,,,,,
8987,8987,,,,,,,,,,,,
8986,8986,,,,,,,,,,,,
8985,8985,,,,,,,,,,,,
8984,8984,,,,,,,,,,,,
8983,8983,,,,,,,,,,,,
8982,8982,,,,,,,,,,,,
8981,8981,,,,,,,,,,,,
8980,8980,,,,,,,,,,,,
8979,8979,,,,,,,,,,,,
8978,8978,,,,,,,,,,,,
8977,8977,,,,,,,,,,,,
8976,8976,,,,,,,,,,,,
8975,8975,,,,,,,,,,,,
8974,8974,,,,,,,,,,,,
8973,8973,,,,,,,,,,,,
8972,8972,,,,,,,,,,,,
8971,8971,,,,,,,,,,,,
8970,8970,,,,,,,,,,,,
8969,8969,,,,,,,,,,,,
8968,8968,,,,,,,,,,,,
8967,8967,,,,,,,,,,,,
8966,8966,,,,,,,,,,,,
8965,8965,,,,,,,,,,,,
8964,8964,,,,,,,,,,,,
8963,8963,,,,,,,,,,,,
8962,8962,,,,,,,,,,,,
8961,8961,,,,,,,,,,,,
8960,8960,,,,,,,,,,,,
8959,8959,,,,,,,,,,,,
8958,8958,,,,,,,,,,,,
8957,8957,,,,,,,,,,,,
8956,8956,,,,,,,,,,,,
8955,8955,,,,,,,,,,,,
8954,8954,,,,,,,,,,,,
8953,8953,,,,,,,,,,,,
8952,8952,,,,,,,,,,,,
8951,8951,,,,,,,,,,,,
8950,8950,,,,,,,,,,,,
8949,8949,,,,,,,,,,,,
8948,8948,,,,,,,,,,,,
8947,8947,,,,,,,,,,,,
8946,8946,,,,,,,,,,,,
8945,8945,,,,,,,,,,,,
8944,8944,,,,,,,,,,,,
8943,8943,,,,,,,,,,,,
8942,8942,,,,,,,,,,,,
8941,8941,,,,,,,,,,,,
8940,8940,,,,,,,,,,,,
8939,8939,,,,,,,,,,,,
8938,8938,,,,,,,,,,,,
8937,8937,,,,,,,,,,,,
8936,8936,,,,,,,,,,,,
8935,8935,,,,,,,,,,,,
8934,8934,,,,,,,,,,,,
8933,8933,,,,,,,,,,,,
8932,8932,,,,,,,,,,,,
8931,8931,,,,,,,,,,,,
8930,8930,,,,,,,,,,,,
8929,8929,,,,,,,,,,,,
8928,8928,,,,,,,,,,,,
8927,8927,,,,,,,,,,,,
8926,8926,,,,,,,,,,,,
8925,8925,,,,,,,,,,,,
8924,8924,,,,,,,,,,,,
8923,8923,,,,,,,,,,,,
8922,8922,,,,,,,,,,,,
8921,8921,,,,,,,,,,,,
8920,8920,,,,,,,,,,,,
8919,8919,,,,,,,,,,,,
8918,8918,,,,,,,,,,,,
8917,8917,,,,,,,,,,,,
8916,8916,,,,,,,,,,,,
8915,8915,,,,,,,,,,,,
8914,8914,,,,,,,,,,,,
8913,8913,,,,,,,,,,,,
8912,8912,,,,,,,,,,,,
8911,8911,,,,,,,,,,,,
8910,8910,,,,,,,,,,,,
8909,8909,,,,,,,,,,,,
8908,8908,,,,,,,,,,,,
8907,8907,,,,,,,,,,,,
8906,8906,,,,,,,,,,,,
8905,8905,,,,,,,,,,,,
8904,8904,,,,,,,,,,,,
8903,8903,,,,,,,,,,,,
8902,8902,,,,,,,,,,,,
8901,8901,,,,,,,,,,,,
8900,8900,,,,,,,,,,,,
8899,8899,,,,,,,,,,,,
8898,8898,,,,,,,,,,,,
8897,8897,,,,,,,,,,,,
8896,8896,,,,,,,,,,,,
8895,8895,,,,,,,,,,,,
8894,8894,,,,,,,,,,,,
8893,8893,,,,,,,,,,,,
8892,8892,,,,,,,,,,,,
8891,8891,,,,,,,,,,,,
8890,8890,,,,,,,,,,,,
8889,8889,,,,,,,,,,,,
8888,8888,,,,,,,,,,,,
8887,8887,,,,,,,,,,,,
8886,8886,,,,,,,,,,,,
8885,8885,,,,,,,,,,,,
8884,8884,,,,,,,,,,,,
8883,8883,,,,,,,,,,,,
8882,8882,,,,,,,,,,,,
8881,8881,,,,,,,,,,,,
8880,8880,,,,,,,,,,,,
8879,8879,,,,,,,,,,,,
8878,8878,,,,,,,,,,,,
8877,8877,,,,,,,,,,,,
8876,8876,,,,,,,,,,,,
8875,8875,,,,,,,,,,,,
8874,8874,,,,,,,,,,,,
8873,8873,,,,,,,,,,,,
8872,8872,,,,,,,,,,,,
8871,8871,,,,,,,,,,,,
8870,8870,,,,,,,,,,,,
8869,8869,,,,,,,,,,,,
8868,8868,,,,,,,,,,,,
8867,8867,,,,,,,,,,,,
8866,8866,,,,,,,,,,,,
8865,8865,,,,,,,,,,,,
8864,8864,,,,,,,,,,,,
8863,8863,,,,,,,,,,,,
8862,8862,,,,,,,,,,,,
8861,8861,,,,,,,,,,,,
8860,8860,,,,,,,,,,,,
8859,8859,,,,,,,,,,,,
8858,8858,,,,,,,,,,,,
8857,8857,,,,,,,,,,,,
8856,8856,,,,,,,,,,,,
8855,8855,,,,,,,,,,,,
8854,8854,,,,,,,,,,,,
8853,8853,,,,,,,,,,,,
8852,8852,,,,,,,,,,,,
8851,8851,,,,,,,,,,,,
8850,8850,,,,,,,,,,,,
8849,8849,,,,,,,,,,,,
8848,8848,,,,,,,,,,,,
8847,8847,,,,,,,,,,,,
8846,8846,,,,,,,,,,,,
8845,8845,,,,,,,,,,,,
8844,8844,,,,,,,,,,,,
8843,8843,,,,,,,,,,,,
8842,8842,,,,,,,,,,,,
8841,8841,,,,,,,,,,,,
8840,8840,,,,,,,,,,,,
8839,8839,,,,,,,,,,,,
8838,8838,,,,,,,,,,,,
8837,8837,,,,,,,,,,,,
8836,8836,,,,,,,,,,,,
8835,8835,,,,,,,,,,,,
8834,8834,,,,,,,,,,,,
8833,8833,,,,,,,,,,,,
8832,8832,,,,,,,,,,,,
8831,8831,,,,,,,,,,,,
8830,8830,,,,,,,,,,,,
8829,8829,,,,,,,,,,,,
8828,8828,,,,,,,,,,,,
8827,8827,,,,,,,,,,,,
8826,8826,,,,,,,,,,,,
8825,8825,,,,,,,,,,,,
8824,8824,,,,,,,,,,,,
8823,8823,,,,,,,,,,,,
8822,8822,,,,,,,,,,,,
8821,8821,,,,,,,,,,,,
8820,8820,,,,,,,,,,,,
8819,8819,,,,,,,,,,,,
8818,8818,,,,,,,,,,,,
8817,8817,,,,,,,,,,,,
8816,8816,,,,,,,,,,,,
8815,8815,,,,,,,,,,,,
8814,8814,,,,,,,,,,,,
8813,8813,,,,,,,,,,,,
8812,8812,,,,,,,,,,,,
8811,8811,,,,,,,,,,,,
8810,8810,,,,,,,,,,,,
8809,8809,,,,,,,,,,,,
8808,8808,,,,,,,,,,,,
8807,8807,,,,,,,,,,,,
8806,8806,,,,,,,,,,,,
8805,8805,,,,,,,,,,,,
8804,8804,,,,,,,,,,,,
8803,8803,,,,,,,,,,,,
8802,8802,,,,,,,,,,,,
8801,8801,,,,,,,,,,,,
8800,8800,,,,,,,,,,,,
8799,8799,,,,,,,,,,,,
8798,8798,,,,,,,,,,,,
8797,8797,,,,,,,,,,,,
8796,8796,,,,,,,,,,,,
8795,8795,,,,,,,,,,,,
8794,8794,,,,,,,,,,,,
8793,8793,,,,,,,,,,,,
8792,8792,,,,,,,,,,,,
8791,8791,,,,,,,,,,,,
8790,8790,,,,,,,,,,,,
8789,8789,,,,,,,,,,,,
8788,8788,,,,,,,,,,,,
8787,8787,,,,,,,,,,,,
8786,8786,,,,,,,,,,,,
8785,8785,,,,,,,,,,,,
8784,8784,,,,,,,,,,,,
8783,8783,,,,,,,,,,,,
8782,8782,,,,,,,,,,,,
8781,8781,,,,,,,,,,,,
8780,8780,,,,,,,,,,,,
8779,8779,,,,,,,,,,,,
8778,8778,,,,,,,,,,,,
8777,8777,,,,,,,,,,,,
8776,8776,,,,,,,,,,,,
8775,8775,,,,,,,,,,,,
8774,8774,,,,,,,,,,,,
8773,8773,,,,,,,,,,,,
8772,8772,,,,,,,,,,,,
8771,8771,,,,,,,,,,,,
8770,8770,,,,,,,,,,,,
8769,8769,,,,,,,,,,,,
8768,8768,,,,,,,,,,,,
8767,8767,,,,,,,,,,,,
8766,8766,,,,,,,,,,,,
8765,8765,,,,,,,,,,,,
8764,8764,,,,,,,,,,,,
8763,8763,,,,,,,,,,,,
8762,8762,,,,,,,,,,,,
8761,8761,,,,,,,,,,,,
8760,8760,,,,,,,,,,,,
8759,8759,,,,,,,,,,,,
8758,8758,,,,,,,,,,,,
8757,8757,,,,,,,,,,,,
8756,8756,,,,,,,,,,,,
8755,8755,,,,,,,,,,,,
8754,8754,,,,,,,,,,,,
8753,8753,,,,,,,,,,,,
8752,8752,,,,,,,,,,,,
8751,8751,,,,,,,,,,,,
8750,8750,,,,,,,,,,,,
8749,8749,,,,,,,,,,,,
8748,8748,,,,,,,,,,,,
8747,8747,,,,,,,,,,,,
8746,8746,,,,,,,,,,,,
8745,8745,,,,,,,,,,,,
8744,8744,,,,,,,,,,,,
8743,8743,,,,,,,,,,,,
8742,8742,,,,,,,,,,,,
8741,8741,,,,,,,,,,,,
8740,8740,,,,,,,,,,,,
8739,8739,,,,,,,,,,,,
8738,8738,,,,,,,,,,,,
8737,8737,,,,,,,,,,,,
8736,8736,,,,,,,,,,,,
8735,8735,,,,,,,,,,,,
8734,8734,,,,,,,,,,,,
8733,8733,,,,,,,,,,,,
8732,8732,,,,,,,,,,,,
8731,8731,,,,,,,,,,,,
8730,8730,,,,,,,,,,,,
8729,8729,,,,,,,,,,,,
8728,8728,,,,,,,,,,,,
8727,8727,,,,,,,,,,,,
8726,8726,,,,,,,,,,,,
8725,8725,,,,,,,,,,,,
8724,8724,,,,,,,,,,,,
8723,8723,,,,,,,,,,,,
8722,8722,,,,,,,,,,,,
8721,8721,,,,,,,,,,,,
8720,8720,,,,,,,,,,,,
8719,8719,,,,,,,,,,,,
8718,8718,,,,,,,,,,,,
8717,8717,,,,,,,,,,,,
8716,8716,,,,,,,,,,,,
8715,8715,,,,,,,,,,,,
8714,8714,,,,,,,,,,,,
8713,8713,,,,,,,,,,,,
8712,8712,,,,,,,,,,,,
8711,8711,,,,,,,,,,,,
8710,8710,,,,,,,,,,,,
8709,8709,,,,,,,,,,,,
8708,8708,,,,,,,,,,,,
8707,8707,,,,,,,,,,,,
8706,8706,,,,,,,,,,,,
8705,8705,,,,,,,,,,,,
8704,8704,,,,,,,,,,,,
8703,8703,,,,,,,,,,,,
8702,8702,,,,,,,,,,,,
8701,8701,,,,,,,,,,,,
8700,8700,,,,,,,,,,,,
8699,8699,,,,,,,,,,,,
8698,8698,,,,,,,,,,,,
8697,8697,,,,,,,,,,,,
8696,8696,,,,,,,,,,,,
8695,8695,,,,,,,,,,,,
8694,8694,,,,,,,,,,,,
8693,8693,,,,,,,,,,,,
8692,8692,,,,,,,,,,,,
8691,8691,,,,,,,,,,,,
8690,8690,,,,,,,,,,,,
8689,8689,,,,,,,,,,,,
8688,8688,,,,,,,,,,,,
8687,8687,,,,,,,,,,,,
8686,8686,,,,,,,,,,,,
8685,8685,,,,,,,,,,,,
8684,8684,,,,,,,,,,,,
8683,8683,,,,,,,,,,,,
8682,8682,,,,,,,,,,,,
8681,8681,,,,,,,,,,,,
8680,8680,,,,,,,,,,,,
8679,8679,,,,,,,,,,,,
8678,8678,,,,,,,,,,,,
8677,8677,,,,,,,,,,,,
8676,8676,,,,,,,,,,,,
8675,8675,,,,,,,,,,,,
8674,8674,,,,,,,,,,,,
8673,8673,,,,,,,,,,,,
8672,8672,,,,,,,,,,,,
8671,8671,,,,,,,,,,,,
8670,8670,,,,,,,,,,,,
8669,8669,,,,,,,,,,,,
8668,8668,,,,,,,,,,,,
8667,8667,,,,,,,,,,,,
8666,8666,,,,,,,,,,,,
8665,8665,,,,,,,,,,,,
8664,8664,,,,,,,,,,,,
8663,8663,,,,,,,,,,,,
8662,8662,,,,,,,,,,,,
8661,8661,,,,,,,,,,,,
8660,8660,,,,,,,,,,,,
8659,8659,,,,,,,,,,,,
8658,8658,,,,,,,,,,,,
8657,8657,,,,,,,,,,,,
8656,8656,,,,,,,,,,,,
8655,8655,,,,,,,,,,,,
8654,8654,,,,,,,,,,,,
8653,8653,,,,,,,,,,,,
8652,8652,,,,,,,,,,,,
8651,8651,,,,,,,,,,,,
8650,8650,,,,,,,,,,,,
8649,8649,,,,,,,,,,,,
8648,8648,,,,,,,,,,,,
8647,8647,,,,,,,,,,,,
8646,8646,,,,,,,,,,,,
8645,8645,,,,,,,,,,,,
8644,8644,,,,,,,,,,,,
8643,8643,,,,,,,,,,,,
8642,8642,,,,,,,,,,,,
8641,8641,,,,,,,,,,,,
8640,8640,,,,,,,,,,,,
8639,8639,,,,,,,,,,,,
8638,8638,,,,,,,,,,,,
8637,8637,,,,,,,,,,,,
8636,8636,,,,,,,,,,,,
8635,8635,,,,,,,,,,,,
8634,8634,,,,,,,,,,,,
8633,8633,,,,,,,,,,,,
8632,8632,,,,,,,,,,,,
8631,8631,,,,,,,,,,,,
8630,8630,,,,,,,,,,,,
8629,8629,,,,,,,,,,,,
8628,8628,,,,,,,,,,,,
8627,8627,,,,,,,,,,,,
8626,8626,,,,,,,,,,,,
8625,8625,,,,,,,,,,,,
8624,8624,,,,,,,,,,,,
8623,8623,,,,,,,,,,,,
8622,8622,,,,,,,,,,,,
8621,8621,,,,,,,,,,,,
8620,8620,,,,,,,,,,,,
8619,8619,,,,,,,,,,,,
8618,8618,,,,,,,,,,,,
8617,8617,,,,,,,,,,,,
8616,8616,,,,,,,,,,,,
8615,8615,,,,,,,,,,,,
8614,8614,,,,,,,,,,,,
8613,8613,,,,,,,,,,,,
8612,8612,,,,,,,,,,,,
8611,8611,,,,,,,,,,,,
8610,8610,,,,,,,,,,,,
8609,8609,,,,,,,,,,,,
8608,8608,,,,,,,,,,,,
8607,8607,,,,,,,,,,,,
8606,8606,,,,,,,,,,,,
8605,8605,,,,,,,,,,,,
8604,8604,,,,,,,,,,,,
8603,8603,,,,,,,,,,,,
8602,8602,,,,,,,,,,,,
8601,8601,,,,,,,,,,,,
8600,8600,,,,,,,,,,,,
8599,8599,,,,,,,,,,,,
8598,8598,,,,,,,,,,,,
8597,8597,,,,,,,,,,,,
8596,8596,,,,,,,,,,,,
8595,8595,,,,,,,,,,,,
8594,8594,,,,,,,,,,,,
8593,8593,,,,,,,,,,,,
8592,8592,,,,,,,,,,,,
8591,8591,,,,,,,,,,,,
8590,8590,,,,,,,,,,,,
8589,8589,,,,,,,,,,,,
8588,8588,,,,,,,,,,,,
8587,8587,,,,,,,,,,,,
8586,8586,,,,,,,,,,,,
8585,8585,,,,,,,,,,,,
8584,8584,,,,,,,,,,,,
8583,8583,,,,,,,,,,,,
8582,8582,,,,,,,,,,,,
8581,8581,,,,,,,,,,,,
8580,8580,,,,,,,,,,,,
8579,8579,,,,,,,,,,,,
8578,8578,,,,,,,,,,,,
8577,8577,,,,,,,,,,,,
8576,8576,,,,,,,,,,,,
8575,8575,,,,,,,,,,,,
8574,8574,,,,,,,,,,,,
8573,8573,,,,,,,,,,,,
