;,,,";무기/장비=""Equipment"",클래스(캐릭터)=""Class""",";권총=1,샷건=2,기관단총=3,소총=4,기관총=5장비=6,클래스=7,기능성(passive)=8,작동성(active)=9",,";UseType, 0= 간접사용, 1= 자동사용, 2= 수동사용, 3= 수동사용(int), 4= 수동사용(string), 5= 팝업, 6= 사용 불가(버튼 없음)",";공용=0,테러리스트1,대테러리스트2",,,,,,,,,,,,,,,,,,,,,";0=개인,1=클랜;공백=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ID,Name,recourcename,ClassName,Category,InGameID,UseType,Team,Level,ExpPointModCategory,ExpModPriority,ExpModMin,ExpModMax,PCBangExpModMin,PCBangExpModMax,PointModPriority,PointModMin,PointModMax,PCBangPointModMin,PCBangPointModMax,InventoryType,Damage,HitRate,Reaction,FiringSpeed,Weight,SkinBase,Period,BuyerType,ItemBoxName,TeamBonusExpOther,TeamBonusExpSelf,TeamBonusPointOther,TeamBonusPointSelf,rewardID,InGameItem,mdl,skin,DisReward1,DisReward2,DisReward3,EnhWeapon,ZombieSkin,TradeNum,TradeDay,CanExtend,SortingIndex,ItemGrade,"ItemGradeForMode(노말, 좀비, 시나리오)",zombie_damage,scen_damage,knockback,delay,ammo,WeaponPart,lockedbox key,1 = 백과사전에서는 노출 되지만 수집현황(무기/클래스) 제외 / 2 =백과사전과 수집현황에서 모두 제외
3704,Zbs_Reboot_box05,Zbs_Reboot_box05,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3813,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3705,Zbs_Reboot_box01,Zbs_Reboot_box01,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3814,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3706,Zbs_Reboot_box02,Zbs_Reboot_box02,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3815,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3707,Zbs_Reboot_box03,Zbs_Reboot_box03,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3816,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3708,Zbs_Reboot_box04,Zbs_Reboot_box04,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3817,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3709,Zbs_Reboot_box05,Zbs_Reboot_box05,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3818,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3710,Zbs_Reboot_box01,Zbs_Reboot_box01,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3819,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3711,Zbs_Reboot_box02,Zbs_Reboot_box02,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3820,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3712,Zbs_Reboot_box03,Zbs_Reboot_box03,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3821,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3713,Zbs_Reboot_box04,Zbs_Reboot_box04,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3822,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3714,Zbs_Reboot_box05,Zbs_Reboot_box05,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3823,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3715,Zbs_Reboot_box01,Zbs_Reboot_box01,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3833,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3716,Zbs_Reboot_box02,Zbs_Reboot_box02,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3834,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3717,Zbs_Reboot_box03,Zbs_Reboot_box03,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3835,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3718,Zbs_Reboot_box04,Zbs_Reboot_box04,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3836,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3719,Zbs_Reboot_box05,Zbs_Reboot_box05,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3837,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3950,Zbs_Reboot2019_ClearBox1,Zbs_Reboot2019_ClearBox1,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3950,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
3951,Zbs_Reboot2019_ClearBox2,Zbs_Reboot2019_ClearBox2,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3951,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
3952,Zbs_Reboot2019_ClearBox3,Zbs_Reboot2019_ClearBox3,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3952,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
3953,Zbs_Reboot2019_ClearBox4,Zbs_Reboot2019_ClearBox4,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3953,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
3954,ZBS_SELECT_REWARDBOX,ZBS_SELECT_REWARDBOX,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3954,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
4001,PartsWpnUp1,PartsWpnUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,2,,0
4002,PartsWpnUp2,PartsWpnUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,2,,0
4003,PartsWpnUp3,PartsWpnUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,2,,0
4004,PartsWpnUp4,PartsWpnUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,2,,0
4005,PartsWpnUp5,PartsWpnUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,2,,0
4006,PartsPwrUp1,PartsPwrUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4007,PartsPwrUp2,PartsPwrUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4008,PartsPwrUp3,PartsPwrUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4009,PartsPwrUp4,PartsPwrUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4010,PartsPwrUp5,PartsPwrUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4011,PartsHpUp1,PartsHpUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4012,PartsHpUp2,PartsHpUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4013,PartsHpUp3,PartsHpUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4014,PartsHpUp4,PartsHpUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4015,PartsHpUp5,PartsHpUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4016,PartsArmorbreake1,PartsArmorbreake1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4017,PartsArmorbreake2,PartsArmorbreake2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4018,PartsArmorbreake3,PartsArmorbreake3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4019,PartsArmorbreake4,PartsArmorbreake4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4020,PartsArmorbreake5,PartsArmorbreake5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4021,PartsSpeedUp1,PartsSpeedUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4022,PartsSpeedUp2,PartsSpeedUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4023,PartsSpeedUp3,PartsSpeedUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4024,PartsSpeedUp4,PartsSpeedUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4025,PartsSpeedUp5,PartsSpeedUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4026,PartsRageDown1,PartsRageDown1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4027,PartsRageDown2,PartsRageDown2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4028,PartsRageDown3,PartsRageDown3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4029,PartsRageDown4,PartsRageDown4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4030,PartsRageDown5,PartsRageDown5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4031,PartsKnockbackUp1,PartsKnockbackUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4032,PartsKnockbackUp2,PartsKnockbackUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4033,PartsKnockbackUp3,PartsKnockbackUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4034,PartsKnockbackUp4,PartsKnockbackUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4035,PartsKnockbackUp5,PartsKnockbackUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4036,PartsVelocityDown1,PartsVelocityDown1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4037,PartsVelocityDown2,PartsVelocityDown2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4038,PartsVelocityDown3,PartsVelocityDown3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4039,PartsVelocityDown4,PartsVelocityDown4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4040,PartsVelocityDown5,PartsVelocityDown5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4041,PartsCritical1,PartsCritical1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4042,PartsCritical2,PartsCritical2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4043,PartsCritical3,PartsCritical3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4044,PartsCritical4,PartsCritical4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4045,PartsCritical5,PartsCritical5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4046,PartsDrainlife1,PartsDrainlife1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4047,PartsDrainlife2,PartsDrainlife2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4048,PartsDrainlife3,PartsDrainlife3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4049,PartsDrainlife4,PartsDrainlife4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4050,PartsDrainlife5,PartsDrainlife5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4051,PartsSlow1,PartsSlow1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4052,PartsSlow2,PartsSlow2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4053,PartsSlow3,PartsSlow3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4054,PartsSlow4,PartsSlow4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4055,PartsSlow5,PartsSlow5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4056,PartsHealban1,PartsHealban1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4057,PartsHealban2,PartsHealban2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4058,PartsHealban3,PartsHealban3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4059,PartsHealban4,PartsHealban4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4060,PartsHealban5,PartsHealban5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4061,PartsMeleeWpnUp1,PartsMeleeWpnUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,4,,2
4062,PartsMeleeWpnUp2,PartsMeleeWpnUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,4,,2
4063,PartsMeleeWpnUp3,PartsMeleeWpnUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,4,,2
4064,PartsMeleeWpnUp4,PartsMeleeWpnUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,4,,2
4065,PartsMeleeWpnUp5,PartsMeleeWpnUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,4,,2
4066,PartsBossUP1,PartsBossUP1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4067,PartsBossUP2,PartsBossUP2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4068,PartsBossUP3,PartsBossUP3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4069,PartsBossUP4,PartsBossUP4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4070,PartsBossUP5,PartsBossUP5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4071,PartsZmoneyUp1,PartsZmoneyUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4072,PartsZmoneyUp2,PartsZmoneyUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4073,PartsZmoneyUp3,PartsZmoneyUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4074,PartsZmoneyUp4,PartsZmoneyUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4075,PartsZmoneyUp5,PartsZmoneyUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4076,PartsZbombDown1,PartsZbombDown1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4077,PartsZbombDown2,PartsZbombDown2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4078,PartsZbombDown3,PartsZbombDown3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4079,PartsZbombDown4,PartsZbombDown4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4080,PartsZbombDown5,PartsZbombDown5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,0
4081,PartsKnifeDistUp1,PartsKnifeDistUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,4,,0
4082,PartsKnifeDistUp2,PartsKnifeDistUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,4,,0
4083,PartsKnifeDistUp3,PartsKnifeDistUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,4,,0
4084,PartsKnifeDistUp4,PartsKnifeDistUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,4,,0
4085,PartsKnifeDistUp5,PartsKnifeDistUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,4,,0
4086,PartsBombUp1,PartsBombUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,8,,0
